Flat No.,Area in Sqrt,No.of Bhk,Location,Price
4212,3950,4,"Sector 108, Noida", 3.4 Cr
4213,3302,3,"Sector 108, Noida", 2.75 Cr
4214,4545,4,"Sector 108, Noida", 3.84 Cr
4215,3030,4,"Sector 75, Noida", 3.35 Cr
4216,3030,4,"Sector 75, Noida", 3.3 Cr
4217,3950,4,"Sector 108, Noida", 3.4 Cr
4218,3300,4,"Sector 75, Noida", 3.63 Cr
4219,3302,3,"Sector 108, Noida", 2.78 Cr
4220,890,2,"Sector 137, Noida", 48 L
4221,1435,3,"Sector 137, Noida", 1.2 Cr
4222,973,2,"Sector 137, Noida", 68.5 L
4223,1715,3,"Sector 137, Noida", 1.28 Cr
4224,2955,4,"Sector 137, Noida", 3 Cr
4225,3700,4,"Sector 128, Noida", 3.7 Cr
4226,1315,3,"Sector 137, Noida", 90 L
4227,890,2,"Sector 137, Noida", 50 L
4228,1355,2,"Sector 128, Noida", 68 L
4229,1221,2,"Sector 137, Noida", 92 L
4230,1704,3,"Sector 110, Noida", 1.2 Cr
4231,988,2,"Sector 110, Noida", 75 L
4232,2275,3,"Sector 168, Noida", 1.29 Cr
4233,2548,3,"Sector 50, Noida", 2.55 Cr
4234,1730,3,"Sector 107, Noida", 1.29 Cr
4235,1405,3,"Sector 107, Noida", 98 L
4236,2070,3,"Sector 107, Noida", 2.6 Cr
4237,1685,3,"Sector 137, Noida", 1.05 Cr
4238,1471,3,"Sector 137, Noida", 1.25 Cr
4239,3302,3,"Sector 108, Noida", 3.27 Cr
4240,2857,3,"Sector 128, Noida", 2.8 Cr
4241,1955,3,"Sector 168, Noida", 1.05 Cr
4242,3710,4,"Sector 128, Noida", 3.3 Cr
4243,1730,3,"Sector 107, Noida", 1.1 Cr
4244,950,2,"Sector 44, Noida", 28 L
4245,950,2,"Sector 44, Noida", 30 L
4246,1870,3,"Sector 121, Noida", 2.2 Cr
4247,1380,3,"Sector 46, Noida", 65 L
4248,6000,9,"Sector 46, Noida", 4.65 Cr
4249,4400,4,"Sector 50, Noida", 4.25 Cr
4250,9000,6,"Sector 15A, Noida", 15 Cr
4251,7000,9,"Sector 46, Noida", 4.35 Cr
4252,2000,3,"Sector 15A, Noida", 2.75 Cr
4253,4000,6,"Sector 39, Noida", 5.99 Cr
4254,1350,3,"Sector 75, Noida", 60 L
4255,2600,3,"Sector 44, Noida", 8 Cr
4256,3000,4,"Sector 14, Noida", 5.55 Cr
4257,1155,2,"Sector 150, Noida", 85 L
4258,5700,4,"Sector 104, Noida", 5.35 Cr
4259,600,1,"Sector 82, Noida", 37 L
4260,10000,10,"Sector 61, Noida", 5.85 Cr
4261,1325,3,"Sector 120, Noida", 66 L
4262,1500,3,"Sector 50, Noida", 45 L
4263,1500,3,"Sector 41, Noida", 45 L
4264,1155,2,"Sector 150, Noida", 85 L
4265,1050,2,"Sector 150, Noida", 70 L
4266,1500,3,"Sector 93A, Noida", 1.52 Cr
4267,1300,3,"Sector 93A, Noida", 1.4 Cr
4268,1950,3,"Sector 137, Noida", 1.75 Cr
4269,1500,3,"Sector 93A, Noida", 1.55 Cr
4270,1685,3,"Sector 137, Noida", 1.1 Cr
4271,1450,3,"Sector 110, Noida", 1.05 Cr
4272,1260,2,"Sector 75, Noida", 95 L
4273,2700,4,"Sector 75, Noida", 2.5 Cr
4274,1660,3,"Sector 75, Noida", 1.47 Cr
4275,1790,3,"Sector 93A, Noida", 1.2 Cr
4276,1900,3,"Sector 75, Noida", 1.72 Cr
4277,4455,4,"Sector 121, Noida", 5.9 Cr
4278,550,1,"Sector 82, Noida", 35 L
4279,1695,3,"Sector 93A, Noida", 1.4 Cr
4280,1775,3,"Sector 152, Noida", 1.86 Cr
4281,1350,2,"Sector 152, Noida", 1.25 Cr
4282,1700,3,"Sector 150, Noida", 1.4 Cr
4283,1411,2,"Sector 128, Noida", 75 L
4284,1620,3,"Sector 79, Noida", 1.32 Cr
4285,1195,2,"Sector 150, Noida", 88 L
4286,2095,3,"Sector 150, Noida", 1.5 Cr
4287,1135,2,"Sector 77, Noida", 75 L
4288,1450,2,"Sector 77, Noida", 99 L
4289,1550,3,"Sector 49, Noida", 41.5 L
4290,1285,3,"Sector 150, Noida", 82 L
4291,1295,2,"Sector 75, Noida", 86 L
4292,2335,4,"Sector 79, Noida", 1.9 Cr
4293,2150,3,"Sector 104, Noida", 2.37 Cr
4294,1135,2,"Sector 77, Noida", 72 L
4295,1759,3,"Sector 104, Noida", 1.8 Cr
4296,6570,5,"Sector 107, Noida", 6.91 Cr
4297,4482,4,"Sector 107, Noida", 4.71 Cr
4298,3501,4,"Sector 107, Noida", 3.68 Cr
4299,1100,2,"Sector 110, Noida", 29 L
4300,2700,4,"Sector 75, Noida", 2.5 Cr
4301,1660,3,"Sector 75, Noida", 1.47 Cr
4302,1790,3,"Sector 93A, Noida", 1.2 Cr
4303,1900,3,"Sector 75, Noida", 1.72 Cr
4304,4455,4,"Sector 121, Noida", 5.9 Cr
4305,550,1,"Sector 82, Noida", 35 L
4306,1500,3,"Sector 93A, Noida", 1.52 Cr
4307,1300,3,"Sector 93A, Noida", 1.4 Cr
4308,1950,3,"Sector 137, Noida", 1.75 Cr
4309,1500,3,"Sector 93A, Noida", 1.55 Cr
4310,1685,3,"Sector 137, Noida", 1.1 Cr
4311,1450,3,"Sector 110, Noida", 1.05 Cr
4312,1260,2,"Sector 75, Noida", 95 L
4313,4200,5,"Sector 50, Noida", 3.5 Cr
4314,980,2,"Sector 16, Noida", 45 L
4315,3135,4,"Sector 43, Noida", 3.85 Cr
4316,2088,3,"Sector 43, Noida", 2.64 Cr
4317,1544,3,"Sector 43, Noida", 1.95 Cr
4318,1255,2,"Sector 43, Noida", 1.43 Cr
4319,3300,4,"Sector 75, Noida", 3.5 Cr
4320,3030,4,"Sector 75, Noida", 3.2 Cr
4321,2510,3,"Sector 75, Noida", 2.75 Cr
4322,1524,3,"Sector 110, Noida", 78 L
4323,5600,5,"Sector 128, Noida", 4.5 Cr
4324,951,2,"Sector 82, Noida", 28.47 L
4325,950,2,"Sector-106 Noida, Noida", 28.75 L
4326,950,2,"Sector 93, Noida", 29.14 L
4327,954,2,"Sector 91, Noida", 28.25 L
4328,1870,3,"Sector 150, Noida", 1.28 Cr
4329,1920,3,"Sector 150, Noida", 1.08 Cr
4330,1390,3,"Sector 150, Noida", 79.02 L
4331,3625,4,"Sector 128, Noida", 3.57 Cr
4332,495,1,"Sector 137, Noida", 28 L
4333,2538,3,"Sector 110, Noida", 1.4 Cr
4334,2000,2,"Sector 17A Yamuna Expressway, Noida", 55 L
4335,1435,3,"Sector 17A Yamuna Expressway, Noida", 42 L
4336,2794,4,"Sector 110, Noida", 1.7 Cr
4337,1704,3,"Sector 110, Noida", 1.1 Cr
4338,1220,2,"Sector 110, Noida", 58 L
4339,1528,3,"Sector 110, Noida", 90 L
4340,1067,2,"Sector 110, Noida", 52.5 L
4341,2111,3,"Sector 110, Noida", 1.21 Cr
4342,1398,2,"Sector 100, Noida", 1.1 Cr
4343,1528,3,"Sector 110, Noida", 95 L
4344,1220,2,"Sector 110, Noida", 58 L
4345,1174,2,"Sector 100, Noida", 65 L
4346,1704,3,"Sector 110, Noida", 1.1 Cr
4347,2111,3,"Sector 110, Noida", 1.2 Cr
4348,1067,2,"Sector 110, Noida", 55 L
4349,1398,2,"Sector 100, Noida", 1.1 Cr
4350,1067,2,"Sector 110, Noida", 65 L
4351,1067,2,"Sector 110, Noida", 55 L
4352,1436,2,"Sector 110, Noida", 65 L
4353,2435,3,"Sector 100, Noida", 2.1 Cr
4354,3135,4,"Sector 43, Noida", 3.85 Cr
4355,2088,3,"Sector 43, Noida", 2.64 Cr
4356,1544,3,"Sector 43, Noida", 1.95 Cr
4357,1255,2,"Sector 43, Noida", 1.43 Cr
4358,3300,4,"Sector 75, Noida", 3.5 Cr
4359,3030,4,"Sector 75, Noida", 3.2 Cr
4360,2111,3,"Sector 110, Noida", 1.2 Cr
4361,1067,2,"Sector 110, Noida", 55 L
4362,1398,2,"Sector 100, Noida", 1.1 Cr
4363,1067,2,"Sector 110, Noida", 65 L
4364,1067,2,"Sector 110, Noida", 55 L
4365,1436,2,"Sector 110, Noida", 65 L
4366,2435,3,"Sector 100, Noida", 2.1 Cr
4367,5530,5,"Sector 75, Noida", 6.3 Cr
4368,5800,5,"Sector 75, Noida", 6.8 Cr
4369,925,2,"Sector 137, Noida", 38 L
4370,771,2,"Sector 150, Noida", 79.01 L
4371,1395,3,"Sector 150, Noida", 95 L
4372,1550,3,"Sector 44, Noida", 45 L
4373,1045,2,"Sector 137, Noida", 60 L
4374,1135,2,"Sector 77, Noida", 77 L
4375,955,2,"Sector 77, Noida", 65 L
4376,1900,3,"Sector 143B, Noida", 1.42 Cr
4377,1425,3,"Sector 143B, Noida", 1.07 Cr
4378,1300,3,"Sector 143B, Noida", 1 Cr
4379,2210,3,"Sector 93A, Noida", 1.78 Cr
4380,440,1,"Sector 137, Noida", 22 L
4381,1295,3,"Sector 137, Noida", 62.5 L
4382,2200,4,"Sector 49, Noida", 70 L
4383,4000,8,"Sector 41, Noida", 5.35 Cr
4384,1500,3,"Sector 18, Noida", 42 L
4385,1100,2,"Sector 150, Noida", 82.5 L
4386,2062,3,"Sector 150, Noida", 1.72 Cr
4387,2555,3,"Sector 150, Noida", 1.82 Cr
4388,2040,3,"Sector 150, Noida", 1.42 Cr
4389,1700,3,"Sector 150, Noida", 1.1 Cr
4390,1575,3,"Sector 150, Noida", 1.18 Cr
4391,800,2,"Sector 102, Noida", 29.87 L
4392,900,2,"Sector 73, Noida", 29.74 L
4393,950,2,"Sector 73, Noida", 29.73 L
4394,950,2,"Sector 73, Noida", 29.73 L
4395,800,2,"Sector 73, Noida", 29.67 L
4396,2764,4,"Sector 110, Noida", 1.8 Cr
4397,2538,3,"Sector 110, Noida", 1.6 Cr
4398,2800,4,"Sector 110, Noida", 1.75 Cr
4399,2538,3,"Sector 110, Noida", 1.6 Cr
4400,955,2,"Sector 73, Noida", 30.52 L
4401,950,1,"Sector 128, Noida", 47 L
4402,3950,4,"Sector 128, Noida", 4.25 Cr
4403,1900,3,"Sector 93, Noida", 1.78 Cr
4404,1820,3,"Sector 128, Noida", 1 Cr
4405,1195,2,"Sector 150, Noida", 90 L
4406,1595,3,"Sector 137, Noida", 98 L
4407,1450,2,"Sector 77, Noida", 1.09 Cr
4408,2095,3,"Sector 150, Noida", 2.1 Cr
4409,2095,3,"Sector 150, Noida", 2.1 Cr
4410,1675,3,"Sector 150, Noida", 1.5 Cr
4411,1675,3,"Sector 150, Noida", 1.5 Cr
4412,1995,4,"Urbainia Trinity Noida Extension Yakubpur Noida, Noida", 1.04 Cr
4413,1947,3,"Sector 150, Noida", 1.81 Cr
4414,1050,2,"Sector 73, Noida", 35 L
4415,1750,3,"Sector 137, Noida", 90 L
4416,1100,2,"Sector 41, Noida", 31 L
4417,1500,3,"Sector 50, Noida", 45 L
4418,1100,2,"Sector 50, Noida", 30 L
4419,600,1,"Sector 49, Noida", 18.5 L
4420,1350,3,"Sector 49, Noida", 42 L
4421,1400,3,"Sector 49, Noida", 45 L
4422,1350,3,"Sector 44, Noida", 42 L
4423,950,2,"Sector 110, Noida", 30 L
4424,1100,2,"Sector 49, Noida", 31 L
4425,1400,3,"Sector 49, Noida", 42 L
4426,1100,2,"Sector 49, Noida", 35 L
4427,1400,3,"Sector 49, Noida", 45 L
4428,1050,2,"Sector 49, Noida", 34 L
4429,550,1,"Sector 49, Noida", 18 L
4430,1450,3,"Sector 49, Noida", 40 L
4431,6000,4,"Sector 94, Noida", 9 Cr
4432,1404,3,"Sector 150, Noida", 1.01 Cr
4433,1137,2,"Sector 150, Noida", 80 L
4434,3200,4,"Sector 152, Noida", 2.25 Cr
4435,2350,3,"Sector 152, Noida", 1.64 Cr
4436,1850,3,"Sector 152, Noida", 1.29 Cr
4437,1266,2,"Sector 150, Noida", 1.15 Cr
4438,3650,4,"Sector 150, Noida", 2.59 Cr
4439,2850,3,"Sector 150, Noida", 1.99 Cr
4440,3200,4,"Sector 152, Noida", 2.25 Cr
4441,2350,3,"Sector 152, Noida", 1.64 Cr
4442,1850,3,"Sector 152, Noida", 1.29 Cr
4443,1266,2,"Sector 150, Noida", 1.15 Cr
4444,3650,4,"Sector 150, Noida", 2.59 Cr
4445,2850,3,"Sector 150, Noida", 1.99 Cr
4446,2450,3,"Sector 150, Noida", 1.7 Cr
4447,3300,4,"Sector 150, Noida", 2.47 Cr
4448,950,2,"Sector 73, Noida", 29.88 L
4449,950,2,"Sector 73, Noida", 29.82 L
4450,950,2,"Sector 73, Noida", 29.6 L
4451,950,2,"Sector 73, Noida", 29.9 L
4452,950,2,"Sector 73, Noida", 28.96 L
4453,950,2,"Sector 73, Noida", 29.66 L
4454,950,2,"Sector 73, Noida", 29.99 L
4455,2190,3,"Sector 150, Noida", 1.8 Cr
4456,1500,3,"Sector 49, Noida", 47 L
4457,1700,4,"Sector 49, Noida", 65 L
4458,1050,2,"Sector 49, Noida", 32.5 L
4459,1050,2,"Sector 49, Noida", 35 L
